"product_id","name","value"
"100425959","COP","3,8"
"100425959","Фреон","R410"
"100425959","Робочій діапазон температур, С","От - 5 до + 48"
"100425959","Тепловиробництво, Квт","2,84"
"100425959","EER","3,4"
"100425959","Гарантія, м","36"
"100425959","Класс енергосбереження","A"
"100425959","Країна виробник","China"
"100425959","Холодовиробництво","2,64"
"100425959","Розмір внутр. блока, мм","837x302x189"
"100423968","Товщина стінки, мм","0"
"100423968","Внутрішній діаметр, мм","0"
"100423968","Країна виробник","Czechia"
"100423968","Максимальна робоча температура,С","0"
"100423968","Максамальний робочий тиск, бар","0"
"000216879","Потужність, кВт","20"
"000216879","Вага, кг","7,9"
"000216879","Гарантія, м","12"
"000216879","Продуктивність гарячої води л/хв. при дельта t=25С","10"
"000216879","Країна виробник","China"
"000216879","Розмір (Ширина*глибина*висота), мм","340*140*590"
"100419263","Гарантія, м","12"
"100419263","Вага, кг","7 000"
"100419263","Корисна потужність, кВт","1500"
"100419263","Країна виробник","Turkey"
"100419263","Розмір ( ширина, глибина, висота), мм","0"
"100434827","COP","4,67"
"100434827","Робочій діапазон температур, С","От - 15 до + 43"
"100434827","EER","3,5"
"100434827","Тепловиробництво, Квт","9"
"100434827","Гарантія, м","36"
"100434827","Класс енергосбереження","A"
"100434827","Країна виробник","Thailand"
"100434827","Холодовиробництво","8"
"100434827","Розмір внутр. блока, мм","0"
"100419264","Гарантія, м","12"
"100419264","Вага, кг","7 500"
"100419264","Корисна потужність, кВт","1740"
"100419264","Країна виробник","Turkey"
"100419264","Розмір ( ширина, глибина, висота), мм","0"
"000004233","Вага, кг","0"
"000004233","Холодопродуктивність, кВт","0"
"000004233","Теплопродуктивність, кВт","0"
"000004233","Размер (Ширина*глубина*высота), мм","0"
"000004230","Вага, кг","0"
"000004230","Холодопродуктивність, кВт","0"
"000004230","Теплопродуктивність, кВт","0"
"000004230","Размер (Ширина*глубина*высота), мм","0"
"000004231","Вага, кг","0"
"000004231","Холодопродуктивність, кВт","0"
"000004231","Теплопродуктивність, кВт","0"
"000004231","Размер (Ширина*глубина*высота), мм","0"
"000009860","Вага, кг","14,5"
"000009860","Холодопродуктивність, кВт","0"
"000009860","Теплопродуктивність, кВт","0"
"000009860","Розмір ( ширина, глибина, висота), мм","240*440*243"
"000009861","Вага, кг","18"
"000009861","Холодопродуктивність, кВт","0"
"000009861","Теплопродуктивність, кВт","0"
"000009861","Розмір ( ширина, глибина, висота), мм","540*290*293"
"000009862","Вага, кг","65,5"
"000009862","Холодопродуктивність, кВт","0"
"000009862","Теплопродуктивність, кВт","0"
"000009862","Розмір ( ширина, глибина, висота), мм","560*960*553"
"100432230","Електрична потужність, кВт","1,8"
"100432230","Вага, кг","22,5"
"100432230","Гарантія, м","24 електр.ч./36 бак"
"100432230","Тип внутрішнього бака","емальований"
"100432230","Розмір ( ширина, глибина, висота), мм","450*485*813"
"100432230","Країна виробник","Egypt"
"100432230","Об'єм, л","80"
"100430803","Потужність, Вт","0,02"
"100430803","Площа приміщення, кв.м","25"
"100430803","Вага, кг","1,8"
"100430803","Витрати води, г/год","0"
"100430803","Резервуар для води, л","3,5"
"100430803","Об`єм приміщення, куб.м","60"
"100430803","Розмір ( довж, шир, вис), мм","212*170*299"
"000014262","Вага, кг","0"
"000014262","Холодопродуктивність, кВт","0"
"000014262","Теплопродуктивність, кВт","0"
"000014262","Размер (Ширина*глубина*высота), мм","0"
"000014264","Вага, кг","0"
"000014264","Холодопродуктивність, кВт","0"
"000014264","Теплопродуктивність, кВт","0"
"000014264","Размер (Ширина*глубина*высота), мм","0"
"000014266","Вага, кг","0"
"000014266","Холодопродуктивність, кВт","0"
"000014266","Теплопродуктивність, кВт","0"
"000014266","Размер (Ширина*глубина*высота), мм","0"
"100432231","Електрична потужність, кВт","2"
"100432231","Вага, кг","25,5"
"100432231","Гарантія, м","24 електр.ч./36 бак"
"100432231","Тип внутрішнього бака","емальований"
"100432231","Розмір ( ширина, глибина, висота), мм","450*485*950"
"100432231","Країна виробник","Egypt"
"100432231","Об'єм, л","100"
"000025846","Вага, кг","17,4"
"000025846","Холодопродуктивність, кВт","0"
"000025846","Теплопродуктивність, кВт","0"
"000025846","Розмір ( ширина, глибина, висота), мм","580*350*580"
"000025847","Вага, кг","6,4"
"000025847","Холодопродуктивність, кВт","0"
"000025847","Теплопродуктивність, кВт","0"
"000025847","Розмір ( ширина, глибина, висота), мм","385*197*385"
"000025841","Вага, кг","3,64"
"000025841","Холодопродуктивність, кВт","0"
"000025841","Теплопродуктивність, кВт","0"
"000025841","Розмір ( ширина, глибина, висота), мм","100*444*178"
"100427075","COP","3,62"
"100427075","Фреон","R410"
"100427075","Робочій діапазон температур, С","От - 7 до + 43"
"100427075","Тепловиробництво, Квт","2,2"
"100427075","EER","3,22"
"100427075","Гарантія, м","24"
"100427075","Класс енергосбереження","A"
"100427075","Країна виробник","China"
"100427075","Холодовиробництво","2"
"100427075","Розмір внутр. блока, мм","715*188*250"
"000025843","Вага, кг","41,5"
"000025843","Холодопродуктивність, кВт","0"
"000025843","Теплопродуктивність, кВт","0"
"000025843","Розмір ( ширина, глибина, висота), мм","560*753*960"
"100421499","Вага, кг","180"
"100421499","Холодопродуктивність, кВт","25"
"100421499","Теплопродуктивність, кВт","0"
"100421499","Размер (Ширина*глубина*высота), мм","1100*1250*1100"
"100430937","Вага, кг","82"
"100430937","Холодопродуктивність, кВт","0"
"100430937","Теплопродуктивність, кВт","0"
"100430937","Розмір ( ширина, глибина, висота), мм","1116*1134*388"
"100430936","Вага, кг","68"
"100430936","Холодопродуктивність, кВт","0"
"100430936","Теплопродуктивність, кВт","0"
"100430936","Розмір ( ширина, глибина, висота), мм","1116*884*388"
"100430935","Вага, кг","65"
"100430935","Холодопродуктивність, кВт","0"
"100430935","Теплопродуктивність, кВт","0"
"100430935","Розмір ( ширина, глибина, висота), мм","1116*884*388"
"100430934","Вага, кг","28"
"100430934","Холодопродуктивність, кВт","0"
"100430934","Теплопродуктивність, кВт","0"
"100430934","Розмір ( ширина, глибина, висота), мм","850*910*370"
"100426145","COP","3,7"
"100426145","Фреон","R410"
"100426145","Робочій діапазон температур, С","От - 10 до + 43"
"100426145","Тепловиробництво, Квт","3"
"100426145","EER","3,33"
"100426145","Гарантія, м","36"
"100426145","Класс енергосбереження","A"
"100426145","Країна виробник","Korea"
"100426145","Холодовиробництво","2,5"
"100426145","Розмір внутр. блока, мм","570x570x214"
"100426147","COP","4"
"100426147","Фреон","R410"
"100426147","Робочій діапазон температур, С","От - 10 до + 46"
"100426147","Тепловиробництво, Квт","3,2"
"100426147","EER","6,6"
"100426147","Гарантія, м","36"
"100426147","Класс енергосбереження","SEER A++"
"100426147","Країна виробник","Japan"
"100426147","Холодовиробництво","2,5"
"100426147","Розмір внутр. блока, мм","600x700x220"
"100419739"," Гарантія, м","12"
"100419739","Вага, кг","2,46"
"100419739","Максимальний опір системи, м","4"
"100419739","Країна виробник","Poland"
"100419739","Максимальна продуктивність, м³/год","3,5"
"100433910","Потужність, Вт","0,25"
"100433910","Площа приміщення, кв.м","30"
"100433910","Вага, кг","1,8"
"100433910","Витрати води, г/год","0"
"100433910","Резервуар для води, л","4"
"100433910","Об`єм приміщення, куб.м","85"
"100433910","Розмір ( довж, шир, вис), мм","190х190х320"
"100426148","COP","3,9"
"100426148","Фреон","R410"
"100426148","Робочій діапазон температур, С","От - 10 до + 46"
"100426148","Тепловиробництво, Квт","4,2"
"100426148","EER","6,2"
"100426148","Гарантія, м","36"
"100426148","Класс енергосбереження","SEER A++"
"100426148","Країна виробник","Japan"
"100426148","Холодовиробництво","3,5"
"100426148","Розмір внутр. блока, мм","600x700x220"
"100428373","Вага, кг","108"
"100428373","Холодопродуктивність, кВт","7"
"100428373","Теплопродуктивність, кВт","9"
"100428373","Размер (Ширина*глубина*высота), мм","900*320*1340"
"100419139","Гарантія, м","12"
"100419139","Вага, кг","178"
"100419139","Корисна потужність, кВт","18-21/15-17"
"100419139","Країна виробник","Turkey"
"100419139","Розмір ( ширина, глибина, висота), мм","523*540*1013"
"100428920","Електрична потужність, кВт","2"
"100428920","Вага, кг","28,5"
"100428920","Гарантія, м","24 електр.ч./36 бак"
"100428920","Тип внутрішнього бака","емальований"
"100428920","Розмір ( ширина, глибина, висота), мм","460*460*985"
"100428920","Країна виробник","Bulgaria"
"100428920","Об'єм, л","100"
"100430986","Гарантія, м","0"
"100430986","Вага, кг","0"
"100430986","Корисна потужність, кВт","0"
"100430986","Країна виробник","Italy"
"100430986","Розмір ( ширина, глибина, висота), мм","0"
"100430235","COP","3,61"
"100430235","Фреон","R410"
"100430235","Робочій діапазон температур, С","От - 15 до + 48"
"100430235","Тепловиробництво, Квт","20,5"
"100430235","EER","3,21"
"100430235","Гарантія, м","24"
"100430235","Класс енергосбереження","A"
"100430235","Країна виробник","China"
"100430235","Холодовиробництво","17"
"100430235","Розмір внутр. блока, мм","1580*680*230"
"000025060","COP","4,2"
"000025060","Робочій діапазон температур, С","От - 5  до + 43"
"000025060","EER","3,5"
"000025060","Тепловиробництво, Квт","12"
"000025060","Гарантія, м","0"
"000025060","Класс енергосбереження","A"
"000025060","Країна виробник","Malaysia"
"000025060","Холодовиробництво","10"
"000025060","Розмір внутр. блока, мм","999х940х340"
"100434229","Гарантія, м","0"
"100434229","Вага, кг","0"
"100434229","Корисна потужність, кВт","0"
"100434229","Країна виробник","Italy"
"100434229","Розмір ( ширина, глибина, висота), мм","0"
"100430233","COP","3,55"
"100430233","Фреон","R410"
"100430233","Робочій діапазон температур, С","От - 15 до + 48"
"100430233","Тепловиробництво, Квт","11,5"
"100430233","EER","2,8"
"100430233","Гарантія, м","24"
"100430233","Класс енергосбереження","C"
"100430233","Країна виробник","China"
"100430233","Холодовиробництво","9,7"
"100430233","Розмір внутр. блока, мм","1285*680*230"
"000025042","Вага, кг","0"
"000025042","Холодовиробництво, кВт","0"
"000025042","Теплопродуктивність, кВт","0"
"000025042","Размер (Ширина*глубина*высота), мм","0"
"100422918","Максимальний робочий тиск, бар","10"
"100422918","Гарантія, м","12"
"100422918","Вага, кг","44,2"
"100422918","Робоча температура min\max C","-10/100"
"100422918","Діаметр підключення, дюйм.","1 1/4"
"100422918","Размер (довж, шир., вис.), мм","640*640*1260"
"100422919","Максимальний робочий тиск, бар","10"
"100422919","Гарантія, м","12"
"100422919","Вага, кг","2,2"
"100422919","Робоча температура min\max C","-10/100"
"100422919","Діаметр підключення, дюйм.","3/4"
"100422919","Размер (довж, шир., вис.), мм","215*215*400"
"100422916","Максимальний робочий тиск, бар","10"
"100422916","Гарантія, м","12"
"100422916","Вага, кг","26,2"
"100422916","Робоча температура min\max C","-10/100"
"100422916","Діаметр підключення, дюйм.","1"
"100422916","Размер (довж, шир., вис.), мм","585*585*1100"
"100422917","Максимальний робочий тиск, бар","10"
"100422917","Гарантія, м","12"
"100422917","Вага, кг","27,6"
"100422917","Робоча температура min\max C","-10/100"
"100422917","Діаметр підключення, дюйм.","1"
"100422917","Размер (довж, шир., вис.), мм","640*640*1120"
"100422914","Максимальний робочий тиск, бар","10"
"100422914","Гарантія, м","12"
"100422914","Вага, кг","13"
"100422914","Робоча температура min\max C","-10/100"
"100422914","Діаметр підключення, дюйм.","1"
"100422914","Размер (довж, шир., вис.), мм","460*460*840"
"100422915","Максимальний робочий тиск, бар","10"
"100422915","Гарантія, м","12"
"100422915","Вага, кг","13,6"
"100422915","Робоча температура min\max C","-10/100"
"100422915","Діаметр підключення, дюйм.","1"
"100422915","Размер (довж, шир., вис.), мм","460*460*920"
"100422912","Максимальний робочий тиск, бар","10"
"100422912","Гарантія, м","12"
"100422912","Вага, кг","4,2"
"100422912","Робоча температура min\max C","-10/100"
"100422912","Діаметр підключення, дюйм.","1"
"100422912","Размер (довж, шир., вис.), мм","350*350*430"
"100422913","Максимальний робочий тиск, бар","10"
"100422913","Гарантія, м","12"
"100422913","Вага, кг","8,8"
"100422913","Робоча температура min\max C","-10/100"
"100422913","Діаметр підключення, дюйм.","1"
"100422913","Размер (довж, шир., вис.), мм","370*370*695"
"100422910","Максимальний робочий тиск, бар","10"
"100422910","Гарантія, м","12"
"100422910","Вага, кг","3,1"
"100422910","Робоча температура min\max C","-10/100"
"100422910","Діаметр підключення, дюйм.","0"
"100422910","Размер (довж, шир., вис.), мм","260*260*400"
"100422911","Максимальний робочий тиск, бар","10"
"100422911","Гарантія, м","12"
"100422911","Вага, кг","3,8"
"100422911","Робоча температура min\max C","-10/100"
"100422911","Діаметр підключення, дюйм.","1"
"100422911","Размер (довж, шир., вис.), мм","250*250*430"
"000002876","COP","0"
"000002876","Фреон","0"
"000002876","Робочій діапазон температур, С","0"
"000002876","Тепловиробництво, Квт","0"
"000002876","EER","0"
"000002876","Гарантія, м","0"
"000002876","Класс енергосбереження","0"
"000002876","Країна виробник","Malaysia"
"000002876","Холодовиробництво","0"
"000002876","Розмір внутр. блока, мм","0"
"100424588","COP","0"
"100424588","Робочій діапазон температур, С","0"
"100424588","EER","0"
"100424588","Тепловиробництво, Квт","3,2"
"100424588","Гарантія, м","36"
"100424588","Класс енергосбереження","0"
"100424588","Країна виробник","Thailand"
"100424588","Холодовиробництво","2,5"
"100424588","Розмір внутр. блока, мм","250*740*195"
"100435691","Товщина стінки, мм","0"
"100435691","Внутрішній діаметр, мм","0"
"100435691","Країна виробник","Spain"
"100435691","Максимальна робоча температура,С","0"
"100435691","Максамальний робочий тиск, бар","0"
"100435690","Товщина стінки, мм","0"
"100435690","Внутрішній діаметр, мм","0"
"100435690","Країна виробник","Spain"
"100435690","Максимальна робоча температура,С","0"
"100435690","Максамальний робочий тиск, бар","0"
"100435693","Товщина стінки, мм","0"
"100435693","Внутрішній діаметр, мм","0"
"100435693","Країна виробник","Spain"
"100435693","Максимальна робоча температура,С","0"
"100435693","Максамальний робочий тиск, бар","0"
"100435692","Товщина стінки, мм","0"
"100435692","Внутрішній діаметр, мм","0"
"100435692","Країна виробник","Spain"
"100435692","Максимальна робоча температура,С","0"
"100435692","Максамальний робочий тиск, бар","0"
"100435694","Товщина стінки, мм","0"
"100435694","Внутрішній діаметр, мм","0"
"100435694","Країна виробник","Spain"
"100435694","Максимальна робоча температура,С","0"
"100435694","Максамальний робочий тиск, бар","0"
"100423245","Електрична потужність, кВт","2"
"100423245","Вага, кг","17,3"
"100423245","Гарантія, м","24"
"100423245","Тип внутрішнього бака","з нержавіючої сталі"
"100423245","Розмір ( ширина, глибина, висота), мм","515*315*1013"
"100423245","Країна виробник","China"
"100423245","Об'єм, л","80"
"100423244","Електрична потужність, кВт","2"
"100423244","Вага, кг","12,2"
"100423244","Гарантія, м","24"
"100423244","Тип внутрішнього бака","з нержавіючої сталі"
"100423244","Розмір ( ширина, глибина, висота), мм","435*275*870"
"100423244","Країна виробник","China"
"100423244","Об'єм, л","50"
"100423241","Електрична потужність, кВт","2"
"100423241","Вага, кг","17,3"
"100423241","Гарантія, м","24"
"100423241","Тип внутрішнього бака","з нержавіючої сталі"
"100423241","Розмір ( ширина, глибина, висота), мм","988*315*540"
"100423241","Країна виробник","China"
"100423241","Об'єм, л","80"
"100423240","Електрична потужність, кВт","2"
"100423240","Вага, кг","12,2"
"100423240","Гарантія, м","24"
"100423240","Тип внутрішнього бака","з нержавіючої сталі"
"100423240","Розмір ( ширина, глибина, висота), мм","845*275*458"
"100423240","Країна виробник","China"
"100423240","Об'єм, л","50"
"100423243","Електрична потужність, кВт","2"
"100423243","Вага, кг","9"
"100423243","Гарантія, м","24"
"100423243","Тип внутрішнього бака","з нержавіючої сталі"
"100423243","Розмір ( ширина, глибина, висота), мм","433*275*575"
"100423243","Країна виробник","China"
"100423243","Об'єм, л","30"
"100423242","Електрична потужність, кВт","2"
"100423242","Вага, кг","20,4"
"100423242","Гарантія, м","24"
"100423242","Тип внутрішнього бака","з нержавіючої сталі"
"100423242","Розмір ( ширина, глибина, висота), мм","515*315*1225"
"100423242","Країна виробник","China"
"100423242","Об'єм, л","100"
"000016009","Вага, кг","0"
"000016009","Холодопродуктивність, кВт","0"
"000016009","Теплопродуктивність, кВт","0"
"000016009","Размер (Ширина*глубина*высота), мм","0"
"000025590","COP","4,63"
"000025590","Робочій діапазон температур, С","От - 5  до + 43"
"000025590","EER","3,42"
"000025590","Тепловиробництво, Квт","5,6"
"000025590","Гарантія, м","0"
"000025590","Класс енергосбереження","A"
"000025590","Країна виробник","Malaysia"
"000025590","Холодовиробництво","5,2"
"000025590","Розмір внутр. блока, мм","619х824(+70)х299"
"100424586","COP","0"
"100424586","Робочій діапазон температур, С","0"
"100424586","EER","0"
"100424586","Тепловиробництво, Квт","0"
"100424586","Гарантія, м","0"
"100424586","Класс енергосбереження","0"
"100424586","Країна виробник","Thailand"
"100424586","Холодовиробництво","0"
"100424586","Розмір внутр. блока, мм","0"
"000016227","Вага, кг","44,5"
"000016227","Холодопродуктивність, кВт","0"
"000016227","Теплопродуктивність, кВт","0"
"000016227","Розмір ( ширина, глибина, висота), мм","440*481*780"
"000006519","Вага, кг","30"
"000006519","Холодопродуктивність, кВт","9 020"
"000006519","Теплопродуктивність, кВт","19 070"
"000006519","Размер (Ширина*глубина*высота), мм","1470*220*520"
"100423883","Товщина стінки, мм","0"
"100423883","Внутрішній діаметр, мм","0"
"100423883","Країна виробник","Czechia"
"100423883","Максимальна робоча температура,С","0"
"100423883","Максамальний робочий тиск, бар","0"
"100423882","Товщина стінки, мм","0"
"100423882","Внутрішній діаметр, мм","0"
"100423882","Країна виробник","Czechia"
"100423882","Максимальна робоча температура,С","0"
"100423882","Максамальний робочий тиск, бар","0"
"100423881","Товщина стінки, мм","0"
"100423881","Внутрішній діаметр, мм","0"
"100423881","Країна виробник","Czechia"
"100423881","Максимальна робоча температура,С","0"
"100423881","Максамальний робочий тиск, бар","0"
"100423880","Товщина стінки, мм","0"
"100423880","Внутрішній діаметр, мм","0"
"100423880","Країна виробник","Czechia"
"100423880","Максимальна робоча температура,С","0"
"100423880","Максамальний робочий тиск, бар","0"
"100423887","Товщина стінки, мм","0"
"100423887","Внутрішній діаметр, мм","0"
"100423887","Країна виробник","Czechia"
"100423887","Максимальна робоча температура,С","0"
"100423887","Максамальний робочий тиск, бар","0"
"000004234","Вага, кг","0"
"000004234","Холодопродуктивність, кВт","0"
"000004234","Теплопродуктивність, кВт","0"
"000004234","Размер (Ширина*глубина*высота), мм","0"
"100423885","Товщина стінки, мм","0"
"100423885","Внутрішній діаметр, мм","0"
"100423885","Країна виробник","Czechia"
"100423885","Максимальна робоча температура,С","0"
"100423885","Максамальний робочий тиск, бар","0"
"100423884","Товщина стінки, мм","0"
"100423884","Внутрішній діаметр, мм","0"
"100423884","Країна виробник","Czechia"
"100423884","Максимальна робоча температура,С","0"
"100423884","Максамальний робочий тиск, бар","0"
"100427890","Вага, кг","0"
"100427890","Холодопродуктивність, кВт","0"
"100427890","Теплопродуктивність, кВт","0"
"100427890","Розмір (Ширина*глибина*висота), мм","0"
"100423889","Товщина стінки, мм","0"
"100423889","Внутрішній діаметр, мм","0"
"100423889","Країна виробник","Czechia"
"100423889","Максимальна робоча температура,С","0"
"100423889","Максамальний робочий тиск, бар","0"
"100423888","Товщина стінки, мм","0"
"100423888","Внутрішній діаметр, мм","0"
"100423888","Країна виробник","Czechia"
"100423888","Максимальна робоча температура,С","0"
"100423888","Максамальний робочий тиск, бар","0"
"100423398","Вага, кг","24"
"100423398","Холодопродуктивність, кВт","3,11"
"100423398","Теплопродуктивність, кВт","4,55"
"100423398","Размер (Ширина*глубина*высота), мм","1070х520х220"
"100423397","Вага, кг","23"
"100423397","Холодопродуктивність, кВт","2,02"
"100423397","Теплопродуктивність, кВт","3,18"
"100423397","Размер (Ширина*глубина*высота), мм","870х520х220"
"000026021","Гарантія, м","12"
"000026021","Вага, кг","260"
"000026021","Корисна потужність, кВт","41"
"000026021","Країна виробник","Turkey"
"000026021","Розмір ( ширина, глибина, висота), мм","615*770*1350"
"100423869","Товщина стінки, мм","0"
"100423869","Внутрішній діаметр, мм","0"
"100423869","Країна виробник","Czechia"
"100423869","Максимальна робоча температура,С","0"
"100423869","Максамальний робочий тиск, бар","0"
"100423868","Товщина стінки, мм","0"
"100423868","Внутрішній діаметр, мм","0"
"100423868","Країна виробник","Czechia"
"100423868","Максимальна робоча температура,С","0"
"100423868","Максамальний робочий тиск, бар","0"
"100423860","Товщина стінки, мм","0"
"100423860","Внутрішній діаметр, мм","0"
"100423860","Країна виробник","Czechia"
"100423860","Максимальна робоча температура,С","0"
"100423860","Максамальний робочий тиск, бар","0"
"100423863","Товщина стінки, мм","0"
"100423863","Внутрішній діаметр, мм","0"
"100423863","Країна виробник","Czechia"
"100423863","Максимальна робоча температура,С","0"
"100423863","Максамальний робочий тиск, бар","0"
"100423862","Товщина стінки, мм","0"
"100423862","Внутрішній діаметр, мм","0"
"100423862","Країна виробник","Czechia"
"100423862","Максимальна робоча температура,С","0"
"100423862","Максамальний робочий тиск, бар","0"
"100423867","Товщина стінки, мм","0"
"100423867","Внутрішній діаметр, мм","0"
"100423867","Країна виробник","Czechia"
"100423867","Максимальна робоча температура,С","0"
"100423867","Максамальний робочий тиск, бар","0"
"100423866","Товщина стінки, мм","0"
"100423866","Внутрішній діаметр, мм","0"
"100423866","Країна виробник","Czechia"
"100423866","Максимальна робоча температура,С","0"
"100423866","Максамальний робочий тиск, бар","0"
"100423919","Товщина стінки, мм","0"
"100423919","Внутрішній діаметр, мм","0"
"100423919","Країна виробник","Czechia"
"100423919","Максимальна робоча температура,С","0"
"100423919","Максамальний робочий тиск, бар","0"
"100422788","Потужність, Вт","0,06"
"100422788","Площа приміщення, кв.м","66"
"100422788","Вага, кг","11,5"
"100422788","Витрати води, г/год","0"
"100422788","Резервуар для води, л","4.2"
"100422788","Об`єм приміщення, куб.м","0"
"100422788","Розмір ( довж, шир, вис), мм","636*398*297"
"100425498","COP","3,44"
"100425498","Фреон","R410"
"100425498","Робочій діапазон температур, С","От - 10 до + 43"
"100425498","Тепловиробництво, Квт","5,5"
"100425498","EER","3,23"
"100425498","Гарантія, м","24"
"100425498","Класс енергосбереження","A"
"100425498","Країна виробник","China"
"100425498","Холодовиробництво","5"
"100425498","Розмір внутр. блока, мм","900x447x190"
"100425499","COP","3,61"
"100425499","Фреон","R410"
"100425499","Робочій діапазон температур, С","От - 10 до + 43"
"100425499","Тепловиробництво, Квт","7,9"
"100425499","EER","3,02"
"100425499","Гарантія, м","24"
"100425499","Класс енергосбереження","B"
"100425499","Країна виробник","China"
"100425499","Холодовиробництво","7,4"
"100425499","Розмір внутр. блока, мм","900x720x270"
"100425490","COP","4"
"100425490","Фреон","R410"
"100425490","Робочій діапазон температур, С","От - 15 до + 50"
"100425490","Тепловиробництво, Квт","7,08"
"100425490","EER","6,2"
"100425490","Гарантія, м","24"
"100425490","Класс енергосбереження","SEER A++"
"100425490","Країна виробник","China"
"100425490","Холодовиробництво","7,08"
"100425490","Розмір внутр. блока, мм","1040x327x220"
"000012117","Вага, кг","0"
"000012117","Холодопродуктивність, кВт","0"
"000012117","Теплопродуктивність, кВт","0"
"000012117","Размер (Ширина*глубина*высота), мм","0"
"100425160","COP","3,6"
"100425160","Фреон","R410"
"100425160","Робочій діапазон температур, С","От - 7 до + 43"
"100425160","Тепловиробництво, Квт","7,3"
"100425160","EER","3,21"
"100425160","Гарантія, м","24"
"100425160","Класс енергосбереження","A"
"100425160","Країна виробник","China"
"100425160","Холодовиробництво","7"
"100425160","Розмір внутр. блока, мм","1040*220*327"
"100420666","Живлення, В/Гц/Ф","380"
"100420666","Потужність нагріву, кВт","18"
"100420666","Max. висота встановлення, м","3,5"
"100420666","Продуктивність повітря","4 150"
"100420666","Max. ширина дверей, м","1,8"
"100420666","Розмір ( довж, шир, вис), мм","1852*277*269"
"100420664","Живлення, В/Гц/Ф","380"
"100420664","Потужність нагріву, кВт","15"
"100420664","Max. висота встановлення, м","3,5"
"100420664","Продуктивність повітря","3 110"
"100420664","Max. ширина дверей, м","1,4"
"100420664","Розмір ( довж, шир, вис), мм","1450*277*269"
"100420665","Живлення, В/Гц/Ф","380"
"100420665","Потужність нагріву, кВт","15"
"100420665","Max. висота встановлення, м","3,5"
"100420665","Продуктивність повітря","3 630"
"100420665","Max. ширина дверей, м","1,6"
"100420665","Розмір ( довж, шир, вис), мм","1651*277*269"
"000026979","Вага, кг","32"
"000026979","Холодопродуктивність, кВт","0"
"000026979","Теплопродуктивність, кВт","0"
"000026979","Розмір ( ширина, глибина, висота), мм","717*395*600"
"000026978","Вага, кг","31,9"
"000026978","Холодопродуктивність, кВт","0"
"000026978","Теплопродуктивність, кВт","0"
"000026978","Розмір ( ширина, глибина, висота), мм","717*395*643"
"000026975","Вага, кг","32,8"
"000026975","Холодопродуктивність, кВт","0"
"000026975","Теплопродуктивність, кВт","0"
"000026975","Розмір ( ширина, глибина, висота), мм","717*356*643"
"000026974","Вага, кг","16,8"
"000026974","Холодопродуктивність, кВт","0"
"000026974","Теплопродуктивність, кВт","0"
"000026974","Розмір ( ширина, глибина, висота), мм","532*293*542"
"000026977","Вага, кг","33,9"
"000026977","Холодопродуктивність, кВт","0"
"000026977","Теплопродуктивність, кВт","0"
"000026977","Розмір ( ширина, глибина, висота), мм","717*397*600"
"000026976","Вага, кг","29,1"
"000026976","Холодопродуктивність, кВт","0"
"000026976","Теплопродуктивність, кВт","0"
"000026976","Розмір ( ширина, глибина, висота), мм","642*357*643"
"000026970","Вага, кг","9,8"
"000026970","Холодопродуктивність, кВт","0"
"000026970","Теплопродуктивність, кВт","0"
"000026970","Розмір ( ширина, глибина, висота), мм","502*443*243"
"000026973","Вага, кг","14,8"
"000026973","Холодопродуктивність, кВт","0"
"000026973","Теплопродуктивність, кВт","0"
"000026973","Розмір ( ширина, глибина, висота), мм","532*293*542"
"000026972","Вага, кг","10"
"000026972","Холодопродуктивність, кВт","0"
"000026972","Теплопродуктивність, кВт","0"
"000026972","Розмір ( ширина, глибина, висота), мм","532*294*500"
"100421396","Потужність, Вт","0,01"
"100421396","Площа приміщення, кв.м","40"
"100421396","Вага, кг","6,7"
"100421396","Витрати води, г/год","0"
"100421396","Резервуар для води, л","4.6"
"100421396","Об`єм приміщення, куб.м","0"
"100421396","Розмір ( довж, шир, вис), мм","362*370*260"
"100435512","Вага, кг","0"
"100435512","Холодопродуктивність, кВт","12"
"100435512","Теплопродуктивність, кВт","9"
"100435512","Размер (Ширина*глубина*высота), мм","0"
"100435513","Вага, кг","0"
"100435513","Холодопродуктивність, кВт","0"
"100435513","Теплопродуктивність, кВт","0"
"100435513","Размер (Ширина*глубина*высота), мм","0"
"100435510","Вага, кг","0"
"100435510","Холодопродуктивність, кВт","12,2"
"100435510","Теплопродуктивність, кВт","16"
"100435510","Размер (Ширина*глубина*высота), мм","0"
"100435511","Вага, кг","0"
"100435511","Холодопродуктивність, кВт","7"
"100435511","Теплопродуктивність, кВт","9"
"100435511","Размер (Ширина*глубина*высота), мм","0"
"100435514","Вага, кг","0"
"100435514","Холодопродуктивність, кВт","10"
"100435514","Теплопродуктивність, кВт","12"
"100435514","Размер (Ширина*глубина*высота), мм","0"
"100435515","Вага, кг","0"
"100435515","Холодопродуктивність, кВт","12,2"
"100435515","Теплопродуктивність, кВт","16"
"100435515","Размер (Ширина*глубина*высота), мм","0"
"100435866","Гарантія, м","0"
"100435866","Країна виробник","Italy"
"100435867","Гарантія, м","0"
"100435867","Країна виробник","Italy"
"100435864","Гарантія, м","0"
"100435864","Країна виробник","Italy"
"100435865","Гарантія, м","0"
"100435865","Країна виробник","Italy"
"100420712","Гарантія, м","24"
"100420712","Вага, кг","207"
"100420712"," 	Розмір (Ширина*глибина*висота), мм","1050*1050*2070"
